,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_epsilon,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,34.05486764907837,6.575797683034024,9.237609958648681,2.2198612327653913,0.001,0.001,poly,"{'C': 0.001, 'epsilon': 0.001, 'kernel': 'poly'}",-0.19527892640850839,-0.1811255449768108,-0.16694955280902926,-0.18785449377279384,-0.194574721775695,-0.18515664794856745,0.010451670799582287,30
1,30.558330917358397,2.7841823813843383,10.279564905166627,0.8155670591558141,0.001,0.001,rbf,"{'C': 0.001, 'epsilon': 0.001, 'kernel': 'rbf'}",-0.13555300583369095,-0.12620704036164865,-0.11987504667136016,-0.12921470716662692,-0.13557593216407232,-0.1292851464394798,0.005947936159405958,26
2,34.36830286979675,2.887116487521631,8.123922395706177,1.8262094766952974,0.001,0.001,sigmoid,"{'C': 0.001, 'epsilon': 0.001, 'kernel': 'sigmoid'}",-0.08678374188326886,-0.07854157638061135,-0.06993072171742691,-0.08105281971651995,-0.085856060240771,-0.08043298398771961,0.006066317066478293,19
3,28.964540576934816,2.5912823868284587,6.0691698551177975,0.47388890469822054,0.001,0.01,poly,"{'C': 0.001, 'epsilon': 0.01, 'kernel': 'poly'}",-0.1952706091038548,-0.1808480070678652,-0.16683506421405672,-0.18776737375217695,-0.19429329243201715,-0.18500286931399415,0.010456700716062754,29
4,25.892959308624267,2.4284593722938594,9.494920778274537,2.4708125721045544,0.001,0.01,rbf,"{'C': 0.001, 'epsilon': 0.01, 'kernel': 'rbf'}",-0.13543817954954937,-0.12613692246556218,-0.1199038288952805,-0.12908922551008886,-0.135454615074166,-0.12920455429892938,0.00589658379552129,25
5,25.793157958984374,2.010668909549026,6.176247501373291,0.5790170917242564,0.001,0.01,sigmoid,"{'C': 0.001, 'epsilon': 0.01, 'kernel': 'sigmoid'}",-0.08687974533925408,-0.07869550819464823,-0.06995360169558068,-0.08134631558828859,-0.08585965666274206,-0.08054696549610271,0.006076429861244335,20
6,22.588693189620972,3.591525486658465,4.656228542327881,0.773155665324137,0.001,0.1,poly,"{'C': 0.001, 'epsilon': 0.1, 'kernel': 'poly'}",-0.19603373864140092,-0.18196294319603512,-0.16797724674483772,-0.1880059309610704,-0.19471644372849675,-0.1857392606543682,0.010212282790049172,31
7,17.438955736160278,1.3612384376174484,5.653660106658935,0.09361486038295601,0.001,0.1,rbf,"{'C': 0.001, 'epsilon': 0.1, 'kernel': 'rbf'}",-0.13865759968705366,-0.12896192880648194,-0.12259888969120122,-0.13207634644507119,-0.138152903616661,-0.1320895336492938,0.0059959712396234766,27
8,16.137427377700806,0.9255440011782227,3.5945037364959718,0.1236034414941901,0.001,0.1,sigmoid,"{'C': 0.001, 'epsilon': 0.1, 'kernel': 'sigmoid'}",-0.08950077864099854,-0.08126052010199734,-0.072639656279415,-0.0844234503958452,-0.08903235859750618,-0.08337135280315246,0.00617006777952683,21
9,0.8024042129516602,0.03152733701134135,0.09447827339172363,0.005621161284821645,0.001,1,poly,"{'C': 0.001, 'epsilon': 1, 'kernel': 'poly'}",-0.3034826849218704,-0.29151784247382617,-0.2988220996295892,-0.2970580167021349,-0.2956874820261742,-0.29731362515071896,0.00391493467868123,42
10,0.8438695430755615,0.03150278315285757,0.1999342441558838,0.008140507157285287,0.001,1,rbf,"{'C': 0.001, 'epsilon': 1, 'kernel': 'rbf'}",-0.29149864708507495,-0.27901274793577985,-0.28720272345682946,-0.2860498593318046,-0.28340028554211694,-0.28543285267032115,0.004138987210331649,40
11,0.7190256118774414,0.08758421779305932,0.0813218593597412,0.0052422394120220615,0.001,1,sigmoid,"{'C': 0.001, 'epsilon': 1, 'kernel': 'sigmoid'}",-0.28593177667212194,-0.27357792262306474,-0.28125847999270065,-0.27794690026938423,-0.2774340198884996,-0.2792298198891542,0.004143583223155045,39
12,21.803733921051027,0.21740740821470125,5.1650653839111325,0.2756040746673962,0.01,0.001,poly,"{'C': 0.01, 'epsilon': 0.001, 'kernel': 'poly'}",-0.10862188139563575,-0.09830792333267746,-0.08743979831974748,-0.10059998967909009,-0.10573215220383309,-0.10014034898619677,0.007322263254082255,22
13,22.411664724349976,0.2702444791630336,7.619805860519409,0.18674121980503533,0.01,0.001,rbf,"{'C': 0.01, 'epsilon': 0.001, 'kernel': 'rbf'}",-0.034635491026544556,-0.0326584468702683,-0.031037558502700967,-0.0328272306486269,-0.032345071718152034,-0.032700759753258556,0.001153579017271669,12
14,22.61006894111633,0.22909151445542247,5.325643730163574,0.21758514279581087,0.01,0.001,sigmoid,"{'C': 0.01, 'epsilon': 0.001, 'kernel': 'sigmoid'}",-0.029181139701528296,-0.02983696014732836,-0.03221213326124604,-0.03339607431341918,-0.034707407721221196,-0.03186674302894861,0.002090933201368262,11
15,21.029847431182862,0.18022864223290735,4.8012079238891605,0.004431805440608961,0.01,0.01,poly,"{'C': 0.01, 'epsilon': 0.01, 'kernel': 'poly'}",-0.10870626226057144,-0.0983120803020042,-0.08756268912645179,-0.10068933262512111,-0.1056967196482084,-0.10019341679247137,0.007294868349220616,23
16,21.07827925682068,0.09268644159686831,7.04102668762207,0.08795819976269613,0.01,0.01,rbf,"{'C': 0.01, 'epsilon': 0.01, 'kernel': 'rbf'}",-0.03471848112180018,-0.03271398709121075,-0.031062330042907274,-0.03278792950032094,-0.032431643298145116,-0.03274287421087685,0.0011685016467950643,13
17,21.337722539901733,0.1565672831415944,4.867231845855713,0.018320522977628262,0.01,0.01,sigmoid,"{'C': 0.01, 'epsilon': 0.01, 'kernel': 'sigmoid'}",-0.0290938475296176,-0.02974869018403145,-0.032044948422869396,-0.0333323050510373,-0.03449014839051006,-0.03174198791561316,0.002057141852504861,10
18,15.643387746810912,0.2467210480004632,3.5203734397888184,0.01208955777005126,0.01,0.1,poly,"{'C': 0.01, 'epsilon': 0.1, 'kernel': 'poly'}",-0.1098792721952308,-0.09940425873436559,-0.08881713930610605,-0.10258864668290699,-0.107361641551545,-0.10161019169403089,0.00736128482789258,24
19,11.99156837463379,0.08207870978158605,3.9193705558776855,0.023674932454673756,0.01,0.1,rbf,"{'C': 0.01, 'epsilon': 0.1, 'kernel': 'rbf'}",-0.03856900234037901,-0.03628769910130049,-0.034287903722110616,-0.036194669150890334,-0.0363024311111074,-0.03632834108515757,0.0013567710769902476,15
20,11.293858289718628,0.2471239082843208,2.4949347019195556,0.029237750120549785,0.01,0.1,sigmoid,"{'C': 0.01, 'epsilon': 0.1, 'kernel': 'sigmoid'}",-0.02880977615878035,-0.028261970311030237,-0.028513711480060707,-0.031139503426156276,-0.031894850023878256,-0.029723962279981163,0.0014936113358768178,7
21,0.5994142532348633,0.06317505014391771,0.061360406875610354,0.0022555086486247536,0.01,1,poly,"{'C': 0.01, 'epsilon': 1, 'kernel': 'poly'}",-0.3048422002895863,-0.2909596267578068,-0.2996430197135792,-0.2963595093628351,-0.29456676259303965,-0.2972742237433694,0.004710130501825802,41
22,0.4993770122528076,0.01642723615789583,0.10498085021972656,0.0032824056420099564,0.01,1,rbf,"{'C': 0.01, 'epsilon': 1, 'kernel': 'rbf'}",-0.2633944681441476,-0.25163842766526495,-0.26104887971216517,-0.2562813464856366,-0.25625210461027575,-0.257723045323498,0.004110740696254459,35
23,0.30499653816223143,0.01145325315902143,0.03150620460510254,0.0017473311653563224,0.01,1,sigmoid,"{'C': 0.01, 'epsilon': 1, 'kernel': 'sigmoid'}",-0.27037007912176675,-0.26399143075611026,-0.27364133784280487,-0.2629014496685609,-0.26253147240706676,-0.2666871539592619,0.004489828080598128,36
24,22.254321241378783,0.08367421010943518,4.966264963150024,0.08107147126749335,0.1,0.001,poly,"{'C': 0.1, 'epsilon': 0.001, 'kernel': 'poly'}",-0.04410458104208056,-0.04037565569525969,-0.037740576951367164,-0.04279477940882338,-0.042001836598839756,-0.04140348593927411,0.002193762660308462,16
