,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,34.734627628326415,6.428423800634559,0.016135168075561524,0.0009529495155270642,squared_error,10,"{'criterion': 'squared_error', 'n_estimators': 10}",-0.048227206153797816,-0.04722482579105338,-0.04289259076385241,-0.045495272677221504,-0.04670005590954447,-0.046107990259093914,0.0018332024491250912,9
1,43.395496463775636,0.18942944824695893,0.02004685401916504,0.0006755324201620154,squared_error,15,"{'criterion': 'squared_error', 'n_estimators': 15}",-0.046150789965495966,-0.04422512794364422,-0.03917363056344657,-0.0438347870191297,-0.0450268458647869,-0.04368223627130067,0.0023894459955177143,7
2,57.64050579071045,0.31964932275764624,0.025096321105957033,0.0016434522912135397,squared_error,20,"{'criterion': 'squared_error', 'n_estimators': 20}",-0.04613916118040603,-0.04382706884180119,-0.03901269270626753,-0.041759198796406834,-0.04353818726327941,-0.0428552617576322,0.0023732459882395036,5
3,71.92355222702027,0.36878291700522453,0.030448436737060547,0.0015226748847019735,squared_error,25,"{'criterion': 'squared_error', 'n_estimators': 25}",-0.04539079020431491,-0.04322377171062811,-0.037780882878161996,-0.041668428739208084,-0.04318138137346978,-0.042249050981156576,0.002529485884194155,3
4,110.12602963447571,19.156932879742456,0.058135032653808594,0.03550870940924371,squared_error,30,"{'criterion': 'squared_error', 'n_estimators': 30}",-0.044159697804568486,-0.04270357316392195,-0.03809250556380945,-0.040602302718805626,-0.0428096917785092,-0.04167355420592295,0.0021215158145344907,1
5,47.85451288223267,3.6115399045307575,0.022470569610595702,0.006069047298141281,friedman_mse,10,"{'criterion': 'friedman_mse', 'n_estimators': 10}",-0.04954468861825635,-0.0491047526997051,-0.04152636658057029,-0.04561070309813371,-0.04633047558042536,-0.046423397315418155,0.0028838218548205867,10
6,60.73632988929749,4.448719834110384,0.033364057540893555,0.019361185177144427,friedman_mse,15,"{'criterion': 'friedman_mse', 'n_estimators': 15}",-0.047130186659750196,-0.045977613987076046,-0.039852101706307576,-0.04208804658733035,-0.04455139363033733,-0.0439198685141603,0.0026397568590404213,8
7,84.18891906738281,14.425553644108458,0.02868046760559082,0.005905617078648214,friedman_mse,20,"{'criterion': 'friedman_mse', 'n_estimators': 20}",-0.04609393211983286,-0.04430737408288367,-0.03870116275321052,-0.04330137089257972,-0.043640471119413216,-0.04320886219358399,0.0024513080271262146,6
8,86.54314875602722,2.5644772710945154,0.03747377395629883,0.007366602174141972,friedman_mse,25,"{'criterion': 'friedman_mse', 'n_estimators': 25}",-0.04513115458389032,-0.043202487069851456,-0.03808133448473767,-0.04179197555180073,-0.043197935640379354,-0.0422809774661319,0.0023532796641731156,4
9,103.18932456970215,5.344618550168301,0.05851759910583496,0.03634857483606071,friedman_mse,30,"{'criterion': 'friedman_mse', 'n_estimators': 30}",-0.04464757194810047,-0.042606802976029055,-0.03859706267058086,-0.040587561543348284,-0.04243573050927471,-0.04177494592946667,0.002043987589848034,2
